name,title,url,author,publisher,issued,publisher_classification,description,tags,license_id,license_url,license_notes,place,location,country,language,status,metadatacreated,generator,api_endpoint,api_type,full_metadata_download
thunder_bay_on,"Thunder Bay, Ontario",http://www.thunderbay.ca/Living/Getting_Around/Thunder_Bay_Transit/Developers_-_Open_Data.htm,City of Thunder Bay,City of Thunder Bay,,,,canada,,,,"Thunder Bay, Ontario","48.4061651,-89.2591415",CA,en,active,2014-08-08T05:56:58.249Z,,,,
tirol-data,Tirol Data Portal,http://data.tirol.gv.at,Landesregierung Tirol,Landesregierung Tirol,,,"Launched April 2012, with 13 datasets on environment and tourism.",level.regional tirol eu-official austria,cc-by,,,Tirol,"47.223193,11.5261028",AT,de,active,2012-04-04T15:34:58.088Z,,,,
tol_ca,"Township of Langley, British Columbia",http://www.tol.ca/ServicesContact/OpenData/OpenDataCatalogue.aspx,Township of Langley,Township of Langley,,,You may send [feedback](http://www.tol.ca/ServicesContact/OpenData/OpenDataFeedback.aspx). Uses the PDDL license.,ctic canada,odc-pddl,,,"Township of Langley, British Columbia","49.1,-122.65",CA,en,active,2011-06-27T18:13:52.185Z,,,,
torino,Torino - Aperto,http://www.comune.torino.it/aperto,City of Turin,City of Turin,,,"Open data portal for the city of Turin (Torino), Italy.",level.local eu-official italy,,,,Torino,"45.0709201,7.685972",IT,it,active,2012-06-21T06:00:22.667Z,,,,
toronto_ca,"Toronto, Ontario",http://www.toronto.ca/open,City of Toronto,City of Toronto,,,You may send [feedback](mailto:opendata@toronto.ca) and [request datasets](http://www.datato.org/app/). The current license is based upon the the UK Government's Open Government Licence for Public Sector Information and has been adapted with the permission of the UK National Archives. The previous license adapted the [Vancouver license](http://www1.toronto.ca/wps/portal/open_data/open_data_fact_sheet_details?vgnextoid=59986aa8cc819210VgnVCM10000067d60f89RCRD). See the [FAQ](http://www1.toronto.ca/wps/portal/open_data/open_data_fact_sheet_details?vgnextoid=cca1eaaa805c9210VgnVCM10000067d60f89RCRD).,ctic canada,,,,"Toronto, Ontario","43.6529206,-79.3849008",CA,en,active,2011-06-27T18:16:11.802Z,,,,
toscana,Open Data Regione Toscana,http://dati.toscana.it/,Regione Toscana,Regione Toscana,,,"Official Open Data portal for the region of Toscana (Tuscany), Italy.",ckan eu-official italy,,,,"Toscana (Tuscany), Italy","43.7215969,10.3969338",IT,it,active,2012-07-30T10:56:21.943Z,,,,
toulouse_fr,Grand Toulouse Data,http://data.grandtoulouse.fr/,Communauté Urbaine du Grand Toulouse,Communauté Urbaine du Grand Toulouse,,,France's city of Toulouse's Area OpenData store,level.regional eu-official france,odc-odbl,,,Toulouse,"43.6044622,1.4442469",FR,fr,active,2011-11-08T19:46:10.796Z,,,,
trafford_gov_uk,Trafford Open Data,http://www.trafford.gov.uk/opendata,,,,,Borough of Trafford (UK) Open Data Catalog,ctic level.local eu-official,,,,"Trafford, UK","53.4189014,-2.359469451",GB,en,active,2011-06-27T18:16:13.925Z,,,,
tuik.gov.tr,The Turkish Statistical Institute,http://www.turkstat.gov.tr/Start.do;jsessionid=hzjxJZtK13J4NGP6PxvfdJGkFJMtZLSWdwpy29hy34Dc6pTk09B9!926848241,pinardag,Tuik,,Government,The Turkish Statistical Institute,ankara turkey statistics database,cc-by-sa,,,Ankara,"39.9033765,32.767873",TR,tr,active,,,,,
tunisia_opendataforafrica,Open Data for Tunesia,http://tunisia.opendataforafrica.org/,African Development Bank Group,African Development Bank Group,,,Open data portal for Tunesia,africa,other-at,,,Tunesia,"33.8439408,9.400138",tun,en,active,2013-08-29T08:11:07.071Z,,,,
turku_finland,Lounaispaikka,http://paikkatietokeskus.lounaispaikka.fi/fi/aineistot/,Lounaispaikka,Lounaispaikka,,,,level.regional eu-official finland,notspecified,,,Lounais-Suomi,"60.89717575,21.84460516",FI,fi,active,2014-06-09T09:48:06.292Z,,,,
uae_open_data,UAE Open Data,http://www.government.ae/web/guest/uae-data,United Arab Emirates Government,United Arab Emirates Government,,,"The UAE Government has adopted the Open Data practice to make government data and information seamlessly available to people. Under the Open Data, information is made usable, reusable and accessible to the public.",ctic level.national,other-closed,,,United Arab Emirates,"24.0002488,53.9994829",AE,"en, ar",active,2011-06-27T18:16:16.049Z,,,,
ulsan-metropolitan-city,울산광역시 공공데이터 포털,http://data.ulsan.go.kr/,Ulsan Metropolitan City,Ulsan Metropolitan City,,Government,울산광역시 공공데이터 포털,city southkorea,,,,Ulsan,"35.5500, 129.3167",KR,ko,active,,,,,
un-habitat,Open UN-Habitat Transparency Initiative,http://open.unhabitat.org/,UN-HABITAT,UN-HABITAT,,,"Project and programme data from UN-HABITAT, the United Nations Human Settlements Programme.",cities un,cc-by,,,Global,"0,0",Global,en,active,2013-01-07T17:32:05.483Z,,,,
undata-api_org,United Nations (UNdata) Catalog,http://www.undata-api.org/wiki/datasets,,,,,UNdata is a data access system to UN databases,ctic,,,,Globe,"0,0",Global,en,active,2011-06-27T18:16:22.603Z,,,,
unione-dei-comuni-valle-del-savio,Open Data Unione dei Comuni Valle del Savio,https://servizi.comune.cesena.fc.it/opendata/,Unione dei Comuni Valle del Savio,Unione dei Comuni Valle del Savio,,Government,Open Data Unione dei Comuni Valle del Savio,city italia,,,,Cesena,"44.1333, 12.2333",IT,it,active,,,,,
university-of-oxford,University of Oxford,http://data.ox.ac.uk/,University of Oxford,University of Oxford,,,The site aims to collect data from around the University and make it available for reuse as linked data under open licenses.,oxford university unitedkingdom,cc-by-sa,,,"Oxford, UK","51.7521553,-1.2582135",UK,English,active,2011-11-24T17:33:43.143Z,,,,
university-of-southampton-open-data,University of Southampton Open Data,http://data.southampton.ac.uk/home.html,University of Southampton,University of Southampton,,,"The University of Southampton provides open access to some of our administrative data.

We believe that this will be of benefit to our own members and visitors, and increase the transparency of our operations.",academia southampton university unitedkingdom,other-open,,,"Southampton, UK ","50.9025349,-1.404189",GB,English,active,2011-12-03T15:53:21.204Z,,,,
us-department-of-labor-enforcement-data,US DOL ENFORCEMENT DATA,http://enforcedata.dol.gov,US DOL,US DOL,,,"The US Department of Labor's Enforcement Data site aims to make administrative data, collected by the agencies, accessible in machine readable formats, and searchable.",government-regulatory-data,,,,USA,"39.7837304,-100.4458825",US,EN,active,2011-07-11T13:40:14.795Z,,,,
usa-spending,USASpending.gov,http://usaspending.gov/,US Government,US Government,,,"The Federal Funding Accountability and Transparency Act (FFATA) of 2006, full text of the Transparency Act ( ), requires that the Office of Management and Budget (OMB) establish a single searchable website, accessible to the public at no cost, which includes for each Federal award:

the name of the entity receiving the award;
the amount of the award;
information on the award including transaction type, funding agency, etc;
the location of the entity receiving the award; and
a unique identifier of the entity receiving the award.
USAspending.gov was first launched in December 2007 to fulfill these requirements. Prime award information shown on the website is provided by Federal Agencies through four main source systems (see Sources of Data). USAspending.gov receives and displays data pertaining to obligations (amounts awarded for federally sponsored projects during a given budget period), not outlays or expenditures (actual cash disbursements made against each project). Read the latest OMB-issued memoranda M-09-19, ""Guidance on Data Submission under the Federal Funding Accountability and Transparency Act"" ( ) as it provides guidance to agencies on how to report information to USAspending.gov.

USAspending.gov has been recently updated in October 2010 to display of first-tier sub-award data (subcontracts and subgrants). Sub-award information shown on the website is provided by FSRS (see Sources of Data). The latest guidance documents pertaining to sub-award reporting can be found under News.",finance unitedstates,notspecified,,,USA,"39.7837304,-100.4458825",US,en,active,2012-05-20T17:01:34.024Z,,,,
utah_gov,Utah,http://www.utah.gov/data/,State of Utah,State of Utah,,,"Access raw State data files, databases, geographic data, and other data sources from the State of Utah Catalog",ctic unitedstates,,,,"Utah, United States","39.4225192,-111.7143584",US,en,active,2011-06-27T18:16:03.368Z,,,,
vancouver_ca,"Vancouver, British Columbia",http://data.vancouver.ca/datacatalogue/index.htm,City of Vancouver,City of Vancouver,,,You may send [feedback](http://data.vancouver.ca/feedback/) and subscribe to [dataset updates](http://data.vancouver.ca/updates.htm). Uses the [Vancouver license](http://data.vancouver.ca/termsOfUse.htm).,ctic canada,,,,"Vancouver, British Columbia","49.2608944,-123.1139383",CA,en,active,2011-06-27T18:16:24.603Z,,,,
venezia,dati.venezia.it,http://dati.venezia.it/,Communa de Venizia,Communa de Venizia,,,Official open data portal for the city of Venice,level.local eu-official italy,other-open,,,"Venice, Italy","45.4371908,12.3345899",IT,it,active,2013-02-21T14:25:09.486Z,,,,
vernon_bc,"Vernon, British Columbia",http://www.vernon.ca/map/,City of Vernon,City of Vernon,,,,canada,,,,"Vernon, British Columbia","50.266667,-119.266667",en,en,active,2014-03-24T05:04:18.766Z,,,,
vicroads-open-data,VicRoads Open Data,http://vicroadsopendata.vicroadsmaps.opendata.arcgis.com/,Evan Quick,VicRoads,20/08/2015,Government,"This site provides an easy way to find and access a wealth of road and transport related data for the state of Victoria, Australia. We want you to explore and download the data, and use it to build cool apps and tools that make travel easier and safer for all Victorians.",victoria transport,Creative Commons - Attribution,http://creativecommons.org/licenses/by/3.0/,,"Victoria, Australia","-36.854167,144.281111",AU,en,active,,ArcGIS Open Data,,Esri ArcGIS Online,http://vicroadsopendata.vicroadsmaps.opendata.arcgis.com/data.json
victoria_bc,"Victoria, British Columbia",http://www.victoria.ca/EN/main/city/open-data-catalogue.html,City of Victoria,City of Victoria,,,,canada,,,,"Victoria, British Columbia","48.4283327,-123.3649269",CA,en,active,2013-10-08T22:27:44.495Z,,,,
ville_montreal_qc_ca,"Montréal, Québec",http://donnees.ville.montreal.qc.ca/,Ville de Montréal,Ville de Montréal,,,"By opening its data at all, the Ville de Montréal allows them to be reused for different purposes, including commercial purposes. The results of this reuse can then be shared in the community, creating a multiplier effect. Data released and reused thus generate benefits both in the economic, cultural, social and technological.
Open since October 2011
Adapted open license type [CC BY] (http://donnees.ville.montreal.qc.ca/licence)",archive bike by-law demography environment level.local library-catalog municipal park parking photograph population statistics traffic transport tree canada,other-at,,,"Montréal, Québec","45.5224507,-73.5912827",CA,fr,active,2011-10-28T14:57:11.734Z,,,,
ville-bordeaux,Open Data Ville de Bordeaux,http://opendata.bordeaux.fr/,Ville de Bordeaux,Ville de Bordeaux,,,"Open Data portal of the City of Bordeaux, France",level.local eu-official france,,,,"City of Bordeaux, France","44.842045,-0.573096",FR,fr,active,2013-01-09T11:19:04.877Z,,,,
virgina_datapoint,Virginia Auditor of Public Accounts Commonwealth Data Point,http://datapoint.apa.virginia.gov/,State of Virginia,State of Virginia,,,Virginia Datapoint Open Data,ctic level.local unitedstates,,,,"Virginia, United States","37.1232245,-78.4927721",US,en,active,2011-06-27T18:16:29.126Z,,,,
warwickshire_gov_uk,Warwickshire Open Data,http://opendata.warwickshire.gov.uk/datasets/,,,,,County of Warwickshire (UK) Open Data Catalog,ctic level.regional eu-official unitedkingdom,,,,Warwickshire,"52.333333,-1.583333",GB,en,active,2011-06-27T18:16:31.266Z,,,,
welland_on,"Welland, Ontario",http://www.welland.ca/open/Opendata.asp,City of Welland,City of Welland,,,,canada,,,,"Welland, Ontario","42.9923973,-79.2491031",CA,en,active,2014-04-03T16:34:48.832Z,,,,
western-australian-government-open-data,Western Australian Government Open Data,http://data.wa.gov.au/,Macklin Hartley,Government of Western Australia,01/09/2015,Government,The purpose of the Western Australian Whole of Government Open Data Policy is to improve management and use of the public sector's data assets in order to deliver value and benefits for all Western Australians.,,Other (Open),,Typically Creative Commons licencing,Western Australia,"-25.328056,122.298333",AU,en,active,,,,,
whitehorse_yt,"Whitehorse, Yukon",http://data.whitehorse.ca/,City of Whitehorse,City of Whitehorse,,,,canada,notspecified,,,"Whitehorse, Yukon","60.7206761,-135.0523079",CA,en,active,2013-06-18T16:45:44.052Z,,,,
winnipeg_ca,"Winnipeg, Manitoba",https://data.winnipeg.ca/,City of Winnipeg,City of Winnipeg,,,,canada,,,,"Winnipeg, Manitoba","49.8833343,-97.1666741",CA,en,active,2013-05-23T14:37:16.4Z,,,,
winnipegelection-ca,"Winnipeg, Manitoba 2010 Election",http://winnipegelection.ca/open_data_2010,,,,,Citizen-created shapefiles and election results.,unofficial canada,other-pd,,,"Winnipeg, Manitoba","49.8833343,-97.1666741",CA,en,active,2011-10-21T14:44:14.822Z,,,,
worldbank_org,The World Bank Catalog,http://developer.worldbank.org,,,,,"The World Bank's first API offers 114 indicators from key data sources and 12,000 development photos.",ctic,,,,Globe,"0,0",Global,en,active,2011-06-27T18:16:09.636Z,,,,
wyre-council,Wyre Council Open Data,http://www.wyre.gov.uk/opendata,Wyre Council,Wyre Council,,,Official council data,united-kingdom,uk-ogl,,,"Wyre (Lancashire), UK","53.900501,-2.83882417",UK,en,active,2011-11-02T23:00:35.955Z,,,,
zambia_opendataforafrica,Open Data for Zambia,http://zambia.opendataforafrica.org/,African Development Bank Group,African Development Bank Group,,,Open data portal for Zambia,africa,other-at,,,Zambia,"-14.5186239,27.5599164",ZM,en,active,2013-08-29T08:12:05.637Z,,,,
zaragoza_es,Zaragoza Public Data Catalogue,http://datos.zaragoza.es,,,,,Zaragoza Public Data Catalogue,ctic eu-official spain,,,,Saragossa,"41.6521342,-0.8809428",ES,es,active,2011-06-27T18:16:33.354Z,,,,
zimbabwe_opendataforafrica,Open Data for Zimbabwe,http://zimbabwe.opendataforafrica.org/,African Development Bank Group,African Development Bank Group,,,Open data portal for Zimbabwe,africa,other-at,,,Zimbabwe,"-18.4554963,29.7468414",ZW,en,active,2013-08-29T08:13:31.082Z,,,,
портал-за-отворени-данни-на-република-българия,Портал за отворени данни на Република България,http://opendata.government.bg/,Boyan Yurukov,Council of Ministers,15/10/2014,Government,This portal was launched in Oct 2014 as a test version and officially in early 2015. It will collect all of the public data available in the administration and already has 95 datasets with about a hundred more on the way by 2016.,,Creative Commons - Zero,,This is the planned license. Some of the datasets are marked with it. There's an ongoing consultation process right now to settle on one.,Sofia,"42.6955991,23.1838621",BG,bg,active,,,,,
minnesota_geospatial_commons,Minnesota Geospatial Commons,https://gisdata.mn.gov/dataset,State of Minnesota,State of Minnesota,20140630,Government,A collaborative place for users and publishers of geospatial resources about Minnesota.,"gis, spatial,minnesota,state",notspecified,,,"Minnesota, United States","44.952336, -93.103062",US,en,active,2016-07-27T19:13:30Z,CKAN,https://gisdata.mn.gov/api,CKAN API,https://gisdata.mn.gov/api/3/action/current_package_list_with_resources
hawaii_gov,State of Hawaii,https://data.hawaii.gov,State of Hawaii,State of Hawaii,,Government,,"hawaii, state, government",notspecified,,,"Hawaii, United States","21.3069, -157.8583",US,en,active,2017-03-03T22:51:38Z,Socrata,,Socrata Open Data API (SODA),
saudi-opendata-portal,Saudi Government Open Data portal,http://data.gov.sa/,Saudi Government ,Saudi Government,,Government,"The primary role of the portal is to publish datasets from ministries and government agencies in an open format, and make this data available to the public. The platform enables the public to have central point of access to find, download and use datasets generated by the ministries and governmental entities in the country",,,http://data.gov.sa/en/data-policy,,Saudi Arabia,,SA,"Arabic, English",active,2018-04-09T11:38:38Z,,,,
ukrainian-official-government-portal,Official Ukrainian Government Portal,http://data.gov.ua/,The State agency on e-governance,The State agency on e-governance,,Government,"The portal offers over 30,000 datasets (mostly poor quality). Ukraine released the registration data of Ukrainian companies and court register data.",,,http://data.gov.ua/developers,,Ukraine,,Ukraine,Ukrainian,active,2018-04-10T10:48:38Z,DKAN,,,
open-air-quality,"Global, real-time open government air quality data",https://openaq.org,OpenAQ,OpenAQ,,International,"This platform aggregates global air quality data in near-real-time from public government sources and puts the data into one format. If you'd like to get involved in our community, share how you're using the data, help improve the platform, or have questions, contact us at info@openaq.org or join our Slack channel: https://openaq-slackin.herokuapp.com/

FAQ's on our platform can be found here:
https://github.com/openaq/openaq-info/blob/master/FAQ.md

If you use our platform for some purpose, let us know, so we can feature you on our Community Page! https://openaq.org/#/community",,"Data: CC-By, Software: MIT License",https://github.com/openaq/openaq-api/blob/develop/LICENSE.md,,International,,International,English,active,2018-04-10T18:40:36Z,https://github.com/openaq,https://api.openaq.org/v1/,,https://openaq-data.s3.amazonaws.com/index.html
montana-state-library-geographic-information-clearinghouse,Montana State Library Geographic Information Clearinghouse,http://geoinfo.msl.mt.gov/,Montana State Library,Montana State Library,,Government,,,,,,"Montana, USA",,US,English,active,2018-04-10T18:59:55Z,,,,
montana-fish-wildlife-and-parks-gis-resources,Montana Fish Wildlife and Parks GIS Resources,http://data-mtfwp.opendata.arcgis.com/,Montana Fish Wildlife and Parks,Montana Fish Wildlife and Parks,,Government,,,,,,"Montana, USA",,US,English,active,2018-04-10T19:08:00Z,,,,
open-bounds,OpenBounds - Boundaries for US Hunting and Public Lands,https://github.com/openbounds,"Trailbehind, Inc.","Trailbehind, Inc.",10/19/2015,Private sector,"Aggregates data for boundaries, provides schema for adding data to project.",,MIT,,,United States,,United States,English,active,2018-04-10T19:16:12Z,github.com,,,
dataplatform-nl,Dataplatform.nl,https://www.dataplatform.nl/,Civity B.V.,Civity B.V.,,Research,"With Dataplatform.nl all your data is at one place. In Dataplatform, the publication of data is elementary, the findability improves, the quality is better and it improves usability and applicability. Efficient and uniform sharing of data. Developing together is the keyword.",,,,,"Zeist, Netherlands",,NL,Dutch,active,2018-04-10T19:23:24Z,,,,
open-data-banda-aceh-municipality,data.bandaacehkota.go.id - Open Data Portal of Banda Aceh Municipality,http://data.bandaacehkota.go.id/,T. Taufik M.,T. Taufik M.,12/01/2015,Government,The ODBA Portal (Open Data Banda Aceh) is a portal service of Banda Aceh Municipal Open Data Catalog which aims to facilitate the public in obtaining data with open data format. Hopefully this application provides benefits for the development of Banda Aceh City in particular and the general public at large.,,CCA,,,"Banda Aceh, Aceh",,ID,Indonesian,active,2018-04-10T19:32:40Z,Codeigniter PHP Framework with MySQL Database backend.,http://data.bandaacehkota.go.id/index.php/api/action/site_read,,http://data.bandaacehkota.go.id/index.php/api/action/current_package_list_with_resources
geo-bolivia,GeoBolivia,http://geo.gob.bo/,Manager Vicepresidency of State and Government Electronic Agency (AGETIC),Manager Vicepresidency of State and Government Electronic Agency (AGETIC),06/20/2013,Government, Open Geographic Data Portal,,Declaración de uso de Datos Abiertos,,,"La Paz, Bolivia",,BO,Spanish,static,2018-04-12T07:43:03Z,geOrchestra http://www.georchestra.org/,,,
open-data-telangana-government-india,data.telangana.gov.in - Official Open Data Portal for Government of Telangana,http://data.telangana.gov.in/,Government of Telangana,Government of Telangana,05/15/2017,Government,The Open Data Platform supports the 'Open Data Policy' of the Government of Telangana. The portal will be the central repository of all the datasets of the Government of Telangana that should be in the public domain. The portal will house datasets form the various departments and organizations of the Government of Telangana. The portal could be used by a variety of stakeholders and will enhance transparency in the working of the government apart from triggering innovative solutions to various problems.,,Government Open Data License,https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf,,"Hyderabad, Telangana India",,"Telangana, India",English,active,2018-04-12T07:51:26Z,CKAN,,,
ckan-data-portal-hong-kong,Hong Kong Civic Data Portal,http://data.g0vhk.io,http://g0vhk.io,http://g0vhk.io,01/01/2017,Community,A data portal operated by open data developer,,Creative Commons Attribution License (cc-by),http://opendefinition.org/licenses/cc-by/,,"HKSAR, China",,HK,Chinese,active,2018-04-12T07:59:07Z,CKAN,http://data.g0vhk.io/api/,,
karlsruhe-open-data-germany,"Transparency Portal for the City of Karlsruhe, Germany",https://transparenz.karlsruhe.de,"City of Karlsruhe, Germany","City of Karlsruhe, Germany",07/01/2016,Government,"Official open data and transparency portal for the City of Karlsruhe, Germany.",,Datenlizenz Deutschland - Namensnennung 2.0,,,"Karlsruhe, Germany",,DE,German,active,2018-04-12T08:09:12Z,CKAN,https://transparenz.karlsruhe.de/api/3/action,,
geo-guyane,Portail géographique de la Guyane,http://www.geoguyane.fr/accueil/catalogue/,Agence d'Urbanisme et de Développement de la Guyane,Agence d'Urbanisme et de Développement de la Guyane,01/04/2011,,Geodata catalogue for the French Guiana,,,,,French Guiana,,GF,French,active,2018-04-12T08:17:31Z,PRODIGE,http://geoguyane.fr/geonetwork/srv/fre/csw-geoguyane,,
macedonia-open-data,Open Data Macedonia - Official National Portal,http://www.otvorenipodatoci.gov.mk,Ministry of Information Society and Administration,Ministry of Information Society and Administration,01/01/2014,Government,"Open data is created by governmental agencies and institutions of the public sector in the process of their operations. The data is publicly available in order to enable their use by natural and legal entities for generation of new information, content, applications and services.",,Free usage,,,Macedonia,,MK,Macedonian,active,2018-04-12T08:24:04Z,,,,
armenia-national-statistic-data,Armstat.am - National Statistic Service of Republic of Armenia,http://armstat.am/en/,National Statistical Service,National Statistical Service,10/04/2017,Government,"It collects, processes and publishes statistical data in co-operation with state and local self-government bodies in the collection of statistical information.",,,,,"Yerevan, Armenia",,Armenia,English,active,2018-04-12T08:28:54Z,,,,
serbia-government-open-data,Serbian Open Data Portal,https://data.gov.rs,Office for Information Technology and Electronic Government,Office for Information Technology and Electronic Government,02/15/2017,Government,,,,https://data.gov.rs/terms/,,Serbia,,RS,Serbian,active,2018-04-12T08:32:58Z,uData,,,
tunis-industry-open-data-statistics,"Portail des données ouvertes sur le secteur Industriel, énergétique et minier en Tunisie",http://catalog.industrie.gov.tn,"Ministère de l'Industrie, de l'Energie et des Mines","Ministère de l'Industrie, de l'Energie et des Mines",01/08/2015,Government,,,,,,Tunisia,,Tunisia,"French,Arabic",active,2018-04-12T08:53:04Z,CKAN,,,
new-zealand-geographical-data,LINZ Data Service,https://data.linz.govt.nz,"Land Information New Zealand - Is the public service department of New Zealand charged with geographical information and surveying functions as well as handling land titles, and managing Crown land and property.","Land Information New Zealand - Is the public service department of New Zealand charged with geographical information and surveying functions as well as handling land titles, and managing Crown land and property.",01/07/2011,Government,Free online access to New Zealand’s most up-to-date land and seabed data.,,Most of the LINZ datasets are free to use and are available under an open Creative Commons Attribution license.,,Almost all data from the LINZ Data Service is provided under the Creative Commons Attribution 3.0 New Zealand licence. See more information here https://www.linz.govt.nz/data/licensing-and-using-data,New Zealand,,NZ,English,active,2018-04-12T09:04:49Z,Koordinates Enterprise. See https://koordinates.com/about for more information.,https://data.linz.govt.nz/services/,"OGC Open Geospatial APIs. LINZ provide many service APIs for metadata, data and mapping services. These include OGC WFS, WC-S, WMS, WMTS. See https://www.linz.govt.nz/data/linz-data-service/guides-and-documentation/which-web-service-should-i-use for more information",https://data.linz.govt.nz/services/csw/?service=CSW&version=2.0.2&request=GetRecords&ElementSetName=full&resultType=results&typeNames=csw:Record&outputFormat=application/xml
lincolnshire-open-data,Lincolnshire Open Data,https://www.lincolnshire.gov.uk/opendata,Lincolnshire County Council,Lincolnshire County Council,03/22/2017,Government,"The Lincolnshire Open Data portal from Lincolnshire County Council is the place for the public, researchers and developers to obtain data they can use in innovative ways, free of charge.",county council,UK Open Government Licence,,(unless otherwise specified),Lincolnshire,"53.20732522553808,-0.1124832197541849",United Kingdom,English,active,2018-04-12T09:17:29Z,CKAN,https://lincolnshire.ckan.io/api/3,CKAN API,
tel-aviv-municipality-open-data,Official Tel Aviv Municipality Portal,https://opendata.tel-aviv.gov.il/#/,Tel Aviv Municipality Open Data Portal,Tel Aviv Municipality Open Data Portal,,,,,,,,,,,"Hebrew, English",active,2018-04-12T09:35:13Z,,,,
france-open-data-ministry-of-culture,la plate-forme de données ouvertes du ministère de la Culture,http://data.culturecommunication.gouv.fr/,,,,,,,,,,France,,FR,French,active,2018-04-12T09:42:39Z,,,,
nepal-map-data,NepalMap.Org - Data about Nepal at your fingertips,https://nepalmap.org/,Code for Nepal,Code for Nepal,10/30/2016,Third sector,"Data is broken down by category: Demographics, education. Our library of charts gives you insight into data from the places you search. Look for them on profile pages. You can also embed the charts on your own site.",,MIT License,,,Nepal,,Nepal,English,active,2018-04-12T10:06:59Z,Django,,,
dados-abertos-camara-dos-deputados,Dados abertos da Câmara dos Deputados,https://dadosabertos.camara.leg.br/,Câmara dos Deputados (Chamber of Deputies – Brazil),Câmara dos Deputados (Chamber of Deputies – Brazil),,Government,"Open data portal for the Brazilian Chamber of Deputies.

Has datasets such as representatives, parties and alliances, votings, bills, etc. Available as RESTful APIs described using the OpenAPI specification.","brazil, parliament",custom,https://dadosabertos.camara.leg.br/faq/faq-home.html#r3,,Brazil,,BR,pt,active,2018-08-30T14:52:43Z,,,,
fortaleza-dados-abertos,Fortaleza Dados Abertos,http://dados.fortaleza.ce.gov.br/,"Município de Fortaleza (City of Fortaleza, Ceará, Brazil)","Município de Fortaleza (City of Fortaleza, Ceará, Brazil)",,Government,"Open data portal of the municipality of Fortaleza, in the state of Ceará.","brazil,city",unspecified,,,"Fortaleza, Ceará, Brazil","-3.7304512, -38.5217989",BR,pt,active,2018-08-30T14:52:43Z,,,,
alagoas-em-dados-e-informacoes,Alagoas em dados e informações,http://dados.al.gov.br/,"State of Alagoas, Brazil","State of Alagoas, Brazil",,Government,"Open Data portal of the state of AL, in Brazil","local-government,br-AL,CKAN",,,,"AL, Brazil","-9.6603, -36.6669",BR,pt,active,2018-09-12T10:58:52Z,CKAN,http://dados.al.gov.br/api/3,CKAN API,
dados-abertos-tcm-ce,Dados abertos – TCM-CE,http://api.tcm.ce.gov.br/,"Tribunal de Contas dos Municípios do Estado do Ceará (Court of Accounts of Municipalities of the State of Ceará, Brazil)","Tribunal de Contas dos Municípios do Estado do Ceará (Court of Accounts of Municipalities of the State of Ceará, Brazil)",,Government,"Open Data portal of the court of accounts for all municipalities in the state of Ceará, Brazil.","local-government,br-CE",,,,"CE, Brazil","-5.375, -39.705",BR,pt,active,2018-09-12T10:58:52Z,,,,
dados-abertos-distrito-federal,Dados abertos Distrito Federal,http://dados.df.gov.br/,Brazilian Federal District,Brazilian Federal District,,Government,"Open Data portal of the Federal District, in Brazil","local-government,br-DF,CKAN",,,,"DF, Brazil","-15.7942, -47.8784",BR,pt,active,2018-09-12T10:58:52Z,CKAN,http://dados.df.gov.br/api/3,CKAN API,
dados-abertos-governo-do-es,Dados abertos – Governo do ES,https://transparencia.es.gov.br/DadosAbertos/BaseDeDados#,"State of Espírito Santo, Brazil","State of Espírito Santo, Brazil",,Government,"Open Data portal of the state of ES, in Brazil","local-government,br-ES",,,,"ES, Brazil","-19.549, -40.199",BR,pt,active,2018-09-12T10:58:52Z,,,,
dados-abertos-goias-transparente,Dados abertos – Goiás Transparente,http://www.transparencia.go.gov.br/portaldatransparencia/institucional/dados-abertos,"State of Goiás, Brazil","State of Goiás, Brazil",,Government,"Open Data portal of the state of GO, in Brazil","local-government,br-GO",,,,"GO, Brazil","-15.961, -50.164",BR,pt,active,2018-09-12T10:58:52Z,,,,
dados-abertos-assembleia-de-minas,Dados abertos – Assembleia de Minas,http://dadosabertos.almg.gov.br/ws/ajuda/sobre,"Parliament of the State of Minas Gerais, Brazil","Parliament of the State of Minas Gerais, Brazil",,Government,"Open Data portal of the local parliament of the state of MG, in Brazil","local-government,br-MG",,,,"MG, Brazil","-18.511, -44.198",BR,pt,active,2018-09-12T10:58:52Z,,,,
dados-abertos-estado-de-mg,Dados abertos – Estado de MG,http://www.transparencia.mg.gov.br/dados-abertos,"State of Minas Gerais, Brazil","State of Minas Gerais, Brazil",,Government,"Open Data portal of the state of MG, in Brazil","local-government,br-MG,CKAN",,,,"MG, Brazil","-18.511, -44.198",BR,pt,active,2018-09-12T10:58:52Z,CKAN,http://www.transparencia.mg.gov.br/api/3,CKAN API,
dados-abertos-do-sagres-tcepb,Dados abertos do SAGRES – TCE/PB,http://portal.tce.pb.gov.br/dados-abertos-do-sagres-tcepb/,"Tribunal de Contas do Estado da Paraíba (Court of Accounts of the State of Paraíba, Brazil)","Tribunal de Contas do Estado da Paraíba (Court of Accounts of the State of Paraíba, Brazil)",,Government,,"local-government,br-PB",,,,"PB, Brazil","-7.1336, -36.7355",BR,pt,active,2018-09-12T10:58:52Z,,,,
